Computer,source,EventID,UtcTime,DestinationIp,Protocol,DestinationPort,Image,CommandLine,ParentCommandLine
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:55.573",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool server list watchdog --no-log","btool  server list watchdog --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:56.669",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal pre-flight-checks --answer-yes --no-prompt 2&gt;&amp;1","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:56.692",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt ","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal pre-flight-checks --answer-yes --no-prompt 2&gt;&amp;1"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:56.730",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" generate-ssl","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.597",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.643",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.643",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.643",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.643",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.706",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:57.772",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" check-license","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:59.263",,,,"C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" check --no-log","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:57:59.276",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool check --no-log","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" check --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:00.153",,,,"C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" validate-strptime --log-warnings","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.706",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.706",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.706",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.753",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.753",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.753",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:00.163",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool validate-strptime --log-warnings","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" validate-strptime --log-warnings"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:00.890",,,,"C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" validate-regex --log-warnings","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:00.900",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool validate-regex --log-warnings","""C:\Program Files\SplunkUniversalForwarder\bin\btool"" validate-regex --log-warnings"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:01.625",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd"" check-transforms-keys","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.753",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:14.536",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-winevtlog.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-winevtlog.exe""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.815",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.815",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.815",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:02.692",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool server list replication_port --no-log","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:02.707",,,,"C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  server list replication_port --no-log","C:\Windows\system32\cmd.exe /c btool server list replication_port --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:02.719",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool server list replication_port --no-log","btool  server list replication_port --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:03.443",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c btool server list general --no-log","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal pre-flight-checks --answer-yes --no-prompt "
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:03.455",,,,"C:\Program Files\SplunkUniversalForwarder\bin\btool.exe","btool  server list general --no-log","C:\Windows\system32\cmd.exe /c btool server list general --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:03.467",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","""C:\Program Files\SplunkUniversalForwarder\bin\SplunkD.EXE"" btool server list general --no-log","btool  server list general --no-log"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:04.182",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal check-xml-files --answer-yes --no-prompt 2&gt;&amp;1","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.815",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.878",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.878",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.878",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:04.201",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe""  _internal check-xml-files --answer-yes --no-prompt ","C:\Windows\system32\cmd.exe /c ""C:\Program Files\SplunkUniversalForwarder\bin\splunk.exe"" _internal check-xml-files --answer-yes --no-prompt 2&gt;&amp;1"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:04.995",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\MonitorNoHandle.cmd"" --scheme""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:05.103",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinEventLog.cmd"" --scheme""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:05.461",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinHostMon.cmd"" --scheme""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:05.589",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinNetMon.cmd"" --scheme""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:05.885",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinPrintMon.cmd"" --scheme""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:05.994",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\WinRegMon.cmd"" --scheme""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:06.134",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\admon.cmd"" --scheme""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:06.299",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\perfmon.cmd"" --scheme""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:06.428",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\powershell.cmd"" --scheme""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:06.539",,,,"C:\Windows\System32\cmd.exe","C:\Windows\system32\cmd.exe /c """"C:\Program Files\SplunkUniversalForwarder\etc\system\bin\powershell2.cmd"" --scheme""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:07.697",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-wmi.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-wmi.exe""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.878",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.925",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.925",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.925",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.925",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:08.600",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",22,"2021-11-21 12:58:07.535",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:09.503",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:10.361",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:11.194",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-perfmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-perfmon.exe""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:12.036",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:12.896",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",1,"2021-11-21 12:58:13.663",,,,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""","""C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe"" service"
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.256",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.256",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.256",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.256",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.259",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.260",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.260",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.260",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.261",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.261",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.262",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.262",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.987",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.263",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.263",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.264",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.264",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.266",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.266",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.266",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.266",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.268",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:14.268",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
"DESKTOP-PC01","sysmon_events.json
XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",13,"2021-11-21 12:58:15.144",,,,"C:\Windows\system32\compattelrunner.exe",,
