"@timestamp","@sourcetype",LogonProcessName,EventRecordID,ProcessID,IpAddress,Computer,EventID,TargetUserName,TargetDomainName,TargetSid,LogonType,WorkstationName,CommandLine,NewProcessId,NewProcessName,ParentProcessName,ProcessId
"1701741183.565909","XmlWinEventLog:Security",,74267,4,,winhost01,4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2",0xf64,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0x121c
"1701741184.409707","XmlWinEventLog:Security",,74268,4,,winhost01,4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""",0xbb0,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0x121c
"1701741187.996355","XmlWinEventLog:Security","NtLmSsp ",74269,624,"185.170.144.3",winhost01,4625,ADMINISTRATOR,,,3,,,,,,
"1701741188.819880","XmlWinEventLog:Security","NtLmSsp ",74270,624,"221.160.189.188",winhost01,4625,ADMINISTRATOR,,,3,,,,,,
"1701741190.581396","XmlWinEventLog:Security",,1033455,584,,"apidevdc01.example.com",4672,,,,,,,,,,
"1701741190.581545","XmlWinEventLog:Security",Kerberos,1033456,584,"::1","apidevdc01.example.com",4624,"APIDEVDC01$","EXAMPLE.COM",,3,,,,,,
"1701741190.582928","XmlWinEventLog:Security",,1033457,584,,"apidevdc01.example.com",4634,"APIDEVDC01$",EXAMPLE,,3,,,,,,
"1701741194.261737","XmlWinEventLog:Security","NtLmSsp ",74271,624,"208.91.189.46",winhost01,4625,Administrator,,,3,workstation,,,,,
"1701741199.568430","XmlWinEventLog:Security","NtLmSsp ",74272,624,"110.10.193.201",winhost01,4625,HOME,,,3,,,,,,
"1701741201.509386","XmlWinEventLog:Security","NtLmSsp ",74273,624,"185.170.144.3",winhost01,4625,ADMINISTRATOR,,,3,,,,,,
"1701741207.751099","XmlWinEventLog:Security",,1033458,4,,"apidevdc01.example.com",4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""",0x1bc4,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0xa30
"1701741207.946714","XmlWinEventLog:Security",,1033459,4,,"apidevdc01.example.com",4689,,,,,,,,,,0x1bc4
"1701741208.501173","XmlWinEventLog:Security",,1033460,4,,"apidevdc01.example.com",4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""",0x14f4,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0xa30
"1701741208.719780","XmlWinEventLog:Security",,1033461,4,,"apidevdc01.example.com",4689,,,,,,,,,,0x14f4
"1701741209.266704","XmlWinEventLog:Security",,1033462,4,,"apidevdc01.example.com",4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""",0x172c,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0xa30
"1701741209.472233","XmlWinEventLog:Security",,1033463,4,,"apidevdc01.example.com",4689,,,,,,,,,,0x172c
"1701741210.016555","XmlWinEventLog:Security",,1033464,4,,"apidevdc01.example.com",4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""",0x1280,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0xa30
"1701741210.216253","XmlWinEventLog:Security",,1033465,4,,"apidevdc01.example.com",4689,,,,,,,,,,0x1280
"1701741210.766473","XmlWinEventLog:Security",,1033466,4,,"apidevdc01.example.com",4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2",0x8ac,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0xa30
"1701741210.963810","XmlWinEventLog:Security",,1033467,4,,"apidevdc01.example.com",4689,,,,,,,,,,0x8ac
"1701741211.516521","XmlWinEventLog:Security",,1033468,4,,"apidevdc01.example.com",4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""",0x19a8,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0xa30
"1701741211.712124","XmlWinEventLog:Security",,1033469,4,,"apidevdc01.example.com",4689,,,,,,,,,,0x19a8
"1701741214.134741","XmlWinEventLog:Security",,1033470,584,,"apidevdc01.example.com",4776,Administrator,,,,,,,,,
"1701741214.134989","XmlWinEventLog:Security","NtLmSsp ",1033471,584,"192.189.171.19","apidevdc01.example.com",4625,Administrator,,,3,workstation,,,,,
"1701741215.127363","XmlWinEventLog:Security","NtLmSsp ",74274,624,"185.170.144.3",winhost01,4625,ADMINISTRATOR,,,3,,,,,,
"1701741220.490063","XmlWinEventLog:Security","NtLmSsp ",74275,624,"112.46.207.82",winhost01,4625,WINHOST01,,,3,,,,,,
"1701741220.758163","XmlWinEventLog:Security","NtLmSsp ",74276,624,"50.114.40.41",winhost01,4625,Administrator,,,3,workstation,,,,,
"1701741227.876752","XmlWinEventLog:Security","NtLmSsp ",74277,624,"110.10.193.201",winhost01,4625,USER,,,3,,,,,,
"1701741228.728739","XmlWinEventLog:Security","NtLmSsp ",74278,624,"185.170.144.3",winhost01,4625,ADMINISTRATOR,,,3,,,,,,
"1701741230.712404","XmlWinEventLog:Security","NtLmSsp ",74279,624,"104.211.230.105",winhost01,4625,Administrator,,,3,workstation,,,,,
"1701741233.289415","XmlWinEventLog:Security","NtLmSsp ",74280,624,"221.160.189.188",winhost01,4625,ADMINISTRATOR,,,3,,,,,,
"1701741235.462530","XmlWinEventLog:Security",,1033472,584,,"apidevdc01.example.com",4672,,,,,,,,,,
"1701741235.462681","XmlWinEventLog:Security",Kerberos,1033473,584,"fe80::6dee:74f6:193a:3a57","apidevdc01.example.com",4624,"APIDEVDC01$","EXAMPLE.COM",,3,,,,,,
"1701741235.470121","XmlWinEventLog:Security",,1033474,584,,"apidevdc01.example.com",4672,,,,,,,,,,
"1701741235.470279","XmlWinEventLog:Security",Kerberos,1033475,584,"::1","apidevdc01.example.com",4624,"APIDEVDC01$","EXAMPLE.COM",,3,,,,,,
"1701741235.474570","XmlWinEventLog:Security",,1033476,584,,"apidevdc01.example.com",4672,,,,,,,,,,
"1701741235.474702","XmlWinEventLog:Security",Kerberos,1033477,584,"10.128.0.24","apidevdc01.example.com",4624,"APIDEVDC01$","EXAMPLE.COM",,3,,,,,,
"1701741235.567970","XmlWinEventLog:Security",,1033478,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x248
"1701741235.570920","XmlWinEventLog:Security",,1033479,584,,"apidevdc01.example.com",4672,,,,,,,,,,
"1701741235.571102","XmlWinEventLog:Security",Kerberos,1033480,584,"fe80::6dee:74f6:193a:3a57","apidevdc01.example.com",4624,"APIDEVDC01$","EXAMPLE.COM",,3,,,,,,
"1701741235.576306","XmlWinEventLog:Security",,1033481,584,,"apidevdc01.example.com",4634,"APIDEVDC01$",EXAMPLE,,3,,,,,,
"1701741235.576363","XmlWinEventLog:Security",,1033482,584,,"apidevdc01.example.com",4634,"APIDEVDC01$",EXAMPLE,,3,,,,,,
"1701741235.582277","XmlWinEventLog:Security",,1033483,584,,"apidevdc01.example.com",4634,"APIDEVDC01$",EXAMPLE,,3,,,,,,
"1701741235.584721","XmlWinEventLog:Security",,1033484,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741235.585581","XmlWinEventLog:Security",,1033485,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741235.586048","XmlWinEventLog:Security",,1033486,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741236.394190","XmlWinEventLog:Security",,74281,4,,winhost01,4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""",0x10d0,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0x121c
"1701741237.253621","XmlWinEventLog:Security",,74282,4,,winhost01,4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""",0x127c,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0x121c
"1701741237.869134","XmlWinEventLog:Security",,1033487,584,,"apidevdc01.example.com",4776,Administrator,,,,,,,,,
"1701741237.869275","XmlWinEventLog:Security","NtLmSsp ",1033488,584,"207.188.7.84","apidevdc01.example.com",4625,Administrator,,,3,workstation,,,,,
"1701741241.862989","XmlWinEventLog:Security",,74283,4,,winhost01,4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""",0xd9c,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0x121c
"1701741242.252035","XmlWinEventLog:Security","NtLmSsp ",74284,624,"185.170.144.3",winhost01,4625,ADMINISTRATOR,,,3,,,,,,
"1701741242.722392","XmlWinEventLog:Security",,74285,4,,winhost01,4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2",0x1650,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0x121c
"1701741242.603255","XmlWinEventLog:Security",,1033489,584,,"apidevdc01.example.com",4776,ADMIN,,,,,,,,,
"1701741242.603411","XmlWinEventLog:Security","NtLmSsp ",1033490,584,"195.130.73.252","apidevdc01.example.com",4625,ADMIN,,,3,,,,,,
"1701741243.566147","XmlWinEventLog:Security",,74286,4,,winhost01,4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""",0xd20,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0x121c
"1701741244.394237","XmlWinEventLog:Security",,74287,4,,winhost01,4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""",0x1608,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0x121c
"1701741245.110429","XmlWinEventLog:Security","NtLmSsp ",74288,624,"112.46.207.82",winhost01,4625,WINHOST01,,,3,,,,,,
"1701741246.266419","XmlWinEventLog:Security",,1033491,584,,"apidevdc01.example.com",4634,"APIDEVDC01$",EXAMPLE,,3,,,,,,
"1701741250.596934","XmlWinEventLog:Security",,1033492,584,,"apidevdc01.example.com",4672,,,,,,,,,,
"1701741250.597083","XmlWinEventLog:Security",Kerberos,1033493,584,"::1","apidevdc01.example.com",4624,"APIDEVDC01$","EXAMPLE.COM",,3,,,,,,
"1701741250.598405","XmlWinEventLog:Security",,1033494,584,,"apidevdc01.example.com",4634,"APIDEVDC01$",EXAMPLE,,3,,,,,,
"1701741250.527711","XmlWinEventLog:Security","NtLmSsp ",74289,624,"112.46.207.82",winhost01,4625,WINHOST01,,,3,,,,,,
"1701741252.572615","XmlWinEventLog:Security","NtLmSsp ",74290,624,"204.44.70.127",winhost01,4625,Administrator,,,3,workstation,,,,,
"1701741255.951755","XmlWinEventLog:Security","NtLmSsp ",74291,624,"185.170.144.3",winhost01,4625,ADMINISTRATOR,,,3,,,,,,
"1701741256.096149","XmlWinEventLog:Security","NtLmSsp ",74292,624,"110.10.193.201",winhost01,4625,ADMIN,,,3,,,,,,
"1701741260.480654","XmlWinEventLog:Security","NtLmSsp ",74293,624,"112.46.207.82",winhost01,4625,WINHOST01,,,3,,,,,,
"1701741267.751172","XmlWinEventLog:Security",,1033495,4,,"apidevdc01.example.com",4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe""",0x16a0,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0xa30
"1701741267.957425","XmlWinEventLog:Security",,1033496,4,,"apidevdc01.example.com",4689,,,,,,,,,,0x16a0
"1701741268.501047","XmlWinEventLog:Security",,1033497,4,,"apidevdc01.example.com",4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe""",0x17c8,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0xa30
"1701741268.720748","XmlWinEventLog:Security",,1033498,4,,"apidevdc01.example.com",4689,,,,,,,,,,0x17c8
"1701741269.292931","XmlWinEventLog:Security","NtLmSsp ",74294,624,"185.170.144.3",winhost01,4625,ADMINISTRATOR,,,3,,,,,,
"1701741269.204574","XmlWinEventLog:Security",,1033499,4,,"apidevdc01.example.com",4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe""",0x1630,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0xa30
"1701741269.403140","XmlWinEventLog:Security",,1033500,4,,"apidevdc01.example.com",4689,,,,,,,,,,0x1630
"1701741269.969674","XmlWinEventLog:Security",,1033501,4,,"apidevdc01.example.com",4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe""",0x1b14,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0xa30
"1701741270.166867","XmlWinEventLog:Security",,1033502,4,,"apidevdc01.example.com",4689,,,,,,,,,,0x1b14
"1701741270.536192","XmlWinEventLog:Security",,1033503,584,,"apidevdc01.example.com",4776,Administrator,,,,,,,,,
"1701741270.536315","XmlWinEventLog:Security","NtLmSsp ",1033504,584,"103.121.60.83","apidevdc01.example.com",4625,Administrator,,,3,workstation,,,,,
"1701741270.719612","XmlWinEventLog:Security",,1033505,4,,"apidevdc01.example.com",4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2",0xf7c,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0xa30
"1701741270.917892","XmlWinEventLog:Security",,1033506,4,,"apidevdc01.example.com",4689,,,,,,,,,,0xf7c
"1701741271.469640","XmlWinEventLog:Security",,1033507,4,,"apidevdc01.example.com",4688,,,,,,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe""",0x680,"C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe",0xa30
"1701741271.672711","XmlWinEventLog:Security",,1033508,4,,"apidevdc01.example.com",4689,,,,,,,,,,0x680
"1701741275.099809","XmlWinEventLog:Security",,1033509,4,,"apidevdc01.example.com",4688,,,,,,"""C:\Windows\system32\MusNotification.exe"" Display",0x1a40,"C:\Windows\System32\MusNotification.exe","C:\Windows\System32\svchost.exe",0x33c
"1701741275.105197","XmlWinEventLog:Security",,1033510,4,,"apidevdc01.example.com",4688,,,,,,"""Configure-SMRemoting.exe"" -GET",0x1aa8,"C:\Windows\System32\Configure-SMRemoting.exe","C:\Windows\System32\ServerManager.exe",0x153c
"1701741275.108233","XmlWinEventLog:Security",,1033511,4,,"apidevdc01.example.com",4688,,,,,,"\??\C:\Windows\system32\conhost.exe 0xffffffff -ForceV1",0x17d4,"C:\Windows\System32\conhost.exe","C:\Windows\System32\Configure-SMRemoting.exe",0x1aa8
"1701741275.139714","XmlWinEventLog:Security",,1033512,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741275.143240","XmlWinEventLog:Security",,1033513,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741275.158022","XmlWinEventLog:Security",,1033514,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741275.159408","XmlWinEventLog:Security",,1033515,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741275.160981","XmlWinEventLog:Security",,1033516,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741275.162506","XmlWinEventLog:Security",,1033517,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741275.162994","XmlWinEventLog:Security",,1033518,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741275.168354","XmlWinEventLog:Security",,1033519,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741275.171032","XmlWinEventLog:Security",,1033520,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741275.171060","XmlWinEventLog:Security",,1033521,4,,"apidevdc01.example.com",4703,admin,EXAMPLE,,,,,,,,0x248
"1701741275.172543","XmlWinEventLog:Security",,1033522,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741275.194585","XmlWinEventLog:Security",,1033523,4,,"apidevdc01.example.com",4689,,,,,,,,,,0x1aa8
"1701741275.198961","XmlWinEventLog:Security",,1033524,4,,"apidevdc01.example.com",4689,,,,,,,,,,0x17d4
"1701741275.612076","XmlWinEventLog:Security",,1033525,4,,"apidevdc01.example.com",4689,,,,,,,,,,0x1a40
"1701741276.014812","XmlWinEventLog:Security","NtLmSsp ",74295,624,"221.160.189.188",winhost01,4625,ADMINISTRATOR,,,3,,,,,,
"1701741276.208539","XmlWinEventLog:Security",,1033526,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741276.220733","XmlWinEventLog:Security",,1033527,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741276.230686","XmlWinEventLog:Security",,1033528,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741276.231757","XmlWinEventLog:Security",,1033529,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741276.232337","XmlWinEventLog:Security",,1033530,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741276.234688","XmlWinEventLog:Security",,1033531,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741276.237134","XmlWinEventLog:Security",,1033532,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741276.246804","XmlWinEventLog:Security",,1033533,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741276.247955","XmlWinEventLog:Security",,1033534,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741276.248548","XmlWinEventLog:Security",,1033535,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741276.251271","XmlWinEventLog:Security",,1033536,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741276.253607","XmlWinEventLog:Security",,1033537,4,,"apidevdc01.example.com",4703,"APIDEVDC01$",EXAMPLE,,,,,,,,0x33c
"1701741282.826245","XmlWinEventLog:Security","NtLmSsp ",74296,624,"185.170.144.3",winhost01,4625,ADMINISTRATOR,,,3,,,,,,
"1701741283.909988","XmlWinEventLog:Security","NtLmSsp ",74297,624,"110.10.193.201",winhost01,4625,PC,,,3,,,,,,
"1701741286.332264","XmlWinEventLog:Security","NtLmSsp ",74298,624,"139.180.130.215",winhost01,4625,Administrator,,,3,workstation,,,,,
"1701741296.307759","XmlWinEventLog:Security","NtLmSsp ",74299,624,"185.170.144.3",winhost01,4625,ADMINISTRATOR,,,3,,,,,,
